match_id,team,opponent,date,hour,stage,stage_order,goals_for,goals_against,goal_diff,result,points,possession,total attempts,on target attempts,attempts inside the penalty area,attempts outside the penalty area,passes,passes completed,crosses,crosses completed,switches of play completed,corners,attempted line breaks,completed line breaks,attempted defensive line breaks,completed defensive line breaks,forced turnovers,defensive pressures applied,pass_completion_rate,cross_completion_rate,shot_accuracy,goals_per_attempt,goals_per_on_target,goals_per_completed_pass
44,COSTA RICA,GERMANY,01 DEC 2022,20 : 00,Group E,1,2,4,-2,L,0,27.0,8.0,6.0,6.0,2.0,347.0,269.0,12.0,3.0,4.0,1.0,154.0,103.0,13.0,7.0,79.0,378.0,0.7752161383285303,0.25,0.75,0.25,0.3333333333333333,0.007434944237918215
44,GERMANY,COSTA RICA,01 DEC 2022,20 : 00,Group E,1,4,2,2,W,3,60.0,32.0,11.0,24.0,8.0,727.0,661.0,38.0,12.0,5.0,14.0,193.0,159.0,34.0,25.0,77.0,230.0,0.9092159559834938,0.3157894736842105,0.34375,0.125,0.36363636363636365,0.006051437216338881
45,GHANA,URUGUAY,02 DEC 2022,16 : 00,Group H,1,0,2,-2,L,0,46.0,9.0,4.0,4.0,5.0,460.0,377.0,20.0,2.0,3.0,5.0,188.0,111.0,13.0,5.0,92.0,248.0,0.8195652173913044,0.1,0.4444444444444444,0.0,0.0,0.0
45,URUGUAY,GHANA,02 DEC 2022,16 : 00,Group H,1,2,0,2,W,3,39.0,12.0,7.0,7.0,5.0,446.0,361.0,15.0,4.0,6.0,2.0,186.0,124.0,24.0,14.0,84.0,293.0,0.8094170403587444,0.26666666666666666,0.5833333333333334,0.16666666666666666,0.2857142857142857,0.00554016620498615
46,KOREA REPUBLIC,PORTUGAL,02 DEC 2022,16 : 00,Group H,1,2,1,1,W,3,34.0,12.0,6.0,6.0,6.0,359.0,304.0,13.0,3.0,9.0,5.0,139.0,87.0,11.0,6.0,54.0,359.0,0.8467966573816156,0.23076923076923078,0.5,0.16666666666666666,0.3333333333333333,0.006578947368421052
46,PORTUGAL,KOREA REPUBLIC,02 DEC 2022,16 : 00,Group H,1,1,2,-1,L,0,55.0,12.0,4.0,5.0,7.0,606.0,541.0,22.0,6.0,11.0,4.0,178.0,123.0,21.0,12.0,50.0,233.0,0.8927392739273927,0.2727272727272727,0.3333333333333333,0.08333333333333333,0.25,0.0018484288354898336
47,SERBIA,SWITZERLAND,02 DEC 2022,20 : 00,Group G,1,2,3,-1,L,0,45.0,11.0,4.0,10.0,1.0,476.0,390.0,23.0,6.0,7.0,2.0,157.0,95.0,10.0,5.0,74.0,276.0,0.819327731092437,0.2608695652173913,0.36363636363636365,0.18181818181818182,0.5,0.005128205128205128
47,SWITZERLAND,SERBIA,02 DEC 2022,20 : 00,Group G,1,3,2,1,W,3,41.0,14.0,7.0,10.0,4.0,403.0,325.0,13.0,4.0,9.0,0.0,157.0,95.0,20.0,8.0,82.0,253.0,0.8064516129032258,0.3076923076923077,0.5,0.21428571428571427,0.42857142857142855,0.009230769230769232
48,CAMEROON,BRAZIL,02 DEC 2022,20 : 00,Group G,1,1,0,1,W,3,31.0,7.0,3.0,5.0,2.0,295.0,239.0,12.0,3.0,4.0,3.0,144.0,92.0,16.0,7.0,78.0,321.0,0.8101694915254237,0.25,0.42857142857142855,0.14285714285714285,0.3333333333333333,0.0041841004184100415
48,BRAZIL,CAMEROON,02 DEC 2022,20 : 00,Group G,1,0,1,-1,L,0,56.0,19.0,6.0,14.0,5.0,548.0,491.0,28.0,8.0,3.0,11.0,181.0,145.0,15.0,9.0,54.0,226.0,0.8959854014598541,0.2857142857142857,0.3157894736842105,0.0,0.0,0.0
49,NETHERLANDS,UNITED STATES,03 DEC 2022,16 : 00,Round of 16,2,3,1,2,W,3,33.0,11.0,6.0,7.0,4.0,396.0,320.0,13.0,4.0,4.0,4.0,161.0,95.0,17.0,7.0,101.0,325.0,0.8080808080808081,0.3076923076923077,0.5454545454545454,0.2727272727272727,0.5,0.009375
49,UNITED STATES,NETHERLANDS,03 DEC 2022,16 : 00,Round of 16,2,1,3,-2,L,0,54.0,18.0,7.0,11.0,7.0,567.0,487.0,27.0,2.0,5.0,5.0,187.0,126.0,28.0,17.0,77.0,256.0,0.8589065255731922,0.07407407407407407,0.3888888888888889,0.05555555555555555,0.14285714285714285,0.002053388090349076
50,ARGENTINA,AUSTRALIA,03 DEC 2022,20 : 00,Round of 16,2,2,1,1,W,3,53.0,14.0,5.0,11.0,3.0,711.0,635.0,6.0,1.0,5.0,1.0,181.0,135.0,16.0,8.0,67.0,240.0,0.8931082981715893,0.16666666666666666,0.35714285714285715,0.14285714285714285,0.4,0.0031496062992125984
50,AUSTRALIA,ARGENTINA,03 DEC 2022,20 : 00,Round of 16,2,1,2,-1,L,0,35.0,5.0,2.0,3.0,2.0,450.0,381.0,15.0,2.0,8.0,3.0,146.0,92.0,12.0,7.0,73.0,453.0,0.8466666666666667,0.13333333333333333,0.4,0.2,0.5,0.0026246719160104987
51,FRANCE,POLAND,04 DEC 2022,16 : 00,Round of 16,2,3,1,2,W,3,48.0,16.0,7.0,10.0,6.0,540.0,481.0,27.0,4.0,4.0,7.0,174.0,111.0,26.0,14.0,71.0,220.0,0.8907407407407407,0.14814814814814814,0.4375,0.1875,0.42857142857142855,0.006237006237006237
51,POLAND,FRANCE,04 DEC 2022,16 : 00,Round of 16,2,1,3,-2,L,0,42.0,11.0,3.0,8.0,3.0,466.0,391.0,18.0,7.0,5.0,1.0,156.0,97.0,20.0,12.0,64.0,297.0,0.8390557939914163,0.3888888888888889,0.2727272727272727,0.09090909090909091,0.3333333333333333,0.0025575447570332483
52,ENGLAND,SENEGAL,04 DEC 2022,20 : 00,Round of 16,2,3,0,3,W,3,54.0,8.0,4.0,7.0,1.0,597.0,523.0,19.0,7.0,11.0,3.0,184.0,129.0,16.0,12.0,60.0,230.0,0.8760469011725294,0.3684210526315789,0.5,0.375,0.75,0.0057361376673040155
52,SENEGAL,ENGLAND,04 DEC 2022,20 : 00,Round of 16,2,0,3,-3,L,0,35.0,10.0,2.0,4.0,6.0,393.0,320.0,13.0,3.0,7.0,3.0,159.0,86.0,15.0,7.0,74.0,339.0,0.8142493638676844,0.23076923076923078,0.2,0.0,0.0,0.0
53,JAPAN,CROATIA,05 DEC 2022,16 : 00,Round of 16,2,1,1,0,D,1,35.0,12.0,4.0,5.0,7.0,532.0,414.0,28.0,6.0,5.0,8.0,229.0,116.0,21.0,8.0,100.0,405.0,0.7781954887218046,0.21428571428571427,0.3333333333333333,0.08333333333333333,0.25,0.0024154589371980675
53,CROATIA,JAPAN,05 DEC 2022,16 : 00,Round of 16,2,1,1,0,D,1,51.0,16.0,4.0,9.0,7.0,735.0,624.0,35.0,9.0,7.0,5.0,232.0,132.0,20.0,11.0,100.0,308.0,0.8489795918367347,0.2571428571428571,0.25,0.0625,0.25,0.0016025641025641025
54,BRAZIL,KOREA REPUBLIC,05 DEC 2022,20 : 00,Round of 16,2,4,1,3,W,3,47.0,18.0,9.0,14.0,4.0,616.0,556.0,18.0,4.0,9.0,5.0,193.0,145.0,21.0,17.0,73.0,310.0,0.9025974025974026,0.2222222222222222,0.5,0.2222222222222222,0.4444444444444444,0.007194244604316547
54,KOREA REPUBLIC,BRAZIL,05 DEC 2022,20 : 00,Round of 16,2,1,4,-3,L,0,44.0,10.0,6.0,6.0,4.0,548.0,486.0,14.0,1.0,13.0,4.0,188.0,137.0,20.0,14.0,81.0,329.0,0.8868613138686131,0.07142857142857142,0.6,0.1,0.16666666666666666,0.00205761316872428
55,MOROCCO,SPAIN,06 DEC 2022,16 : 00,Round of 16,2,0,0,0,D,1,22.0,6.0,3.0,3.0,3.0,323.0,229.0,10.0,4.0,4.0,0.0,164.0,86.0,22.0,9.0,100.0,573.0,0.7089783281733746,0.4,0.5,0.0,0.0,0.0
55,SPAIN,MOROCCO,06 DEC 2022,16 : 00,Round of 16,2,0,0,0,D,1,68.0,13.0,1.0,9.0,4.0,1041.0,967.0,27.0,4.0,8.0,8.0,219.0,158.0,37.0,25.0,66.0,217.0,0.9289145052833814,0.14814814814814814,0.07692307692307693,0.0,0.0,0.0
56,PORTUGAL,SWITZERLAND,06 DEC 2022,20 : 00,Round of 16,2,6,1,5,W,3,43.0,14.0,9.0,9.0,5.0,461.0,392.0,14.0,6.0,7.0,6.0,165.0,98.0,16.0,8.0,71.0,357.0,0.8503253796095445,0.42857142857142855,0.6428571428571429,0.42857142857142855,0.6666666666666666,0.015306122448979591
56,SWITZERLAND,PORTUGAL,06 DEC 2022,20 : 00,Round of 16,2,1,6,-5,L,0,48.0,10.0,1.0,5.0,5.0,512.0,436.0,15.0,1.0,3.0,6.0,167.0,107.0,17.0,7.0,54.0,240.0,0.8515625,0.06666666666666667,0.1,0.1,1.0,0.0022935779816513763
57,CROATIA,BRAZIL,09 DEC 2022,16 : 00,Quarter-final,3,1,1,0,D,1,45.0,9.0,1.0,5.0,4.0,715.0,632.0,22.0,5.0,13.0,3.0,240.0,180.0,16.0,10.0,95.0,365.0,0.8839160839160839,0.22727272727272727,0.1111111111111111,0.1111111111111111,1.0,0.0015822784810126582
57,BRAZIL,CROATIA,09 DEC 2022,16 : 00,Quarter-final,3,1,1,0,D,1,45.0,20.0,11.0,12.0,8.0,695.0,625.0,25.0,6.0,4.0,7.0,185.0,121.0,19.0,10.0,77.0,423.0,0.8992805755395683,0.24,0.55,0.05,0.09090909090909091,0.0016
58,NETHERLANDS,ARGENTINA,09 DEC 2022,20 : 00,Quarter-final,3,2,2,0,D,1,45.0,5.0,2.0,3.0,2.0,651.0,557.0,22.0,4.0,5.0,2.0,194.0,130.0,15.0,6.0,91.0,401.0,0.8556067588325653,0.18181818181818182,0.4,0.4,1.0,0.003590664272890485
58,ARGENTINA,NETHERLANDS,09 DEC 2022,20 : 00,Quarter-final,3,2,2,0,D,1,44.0,15.0,6.0,5.0,10.0,603.0,511.0,16.0,4.0,4.0,8.0,203.0,122.0,24.0,8.0,79.0,323.0,0.8474295190713101,0.25,0.4,0.13333333333333333,0.3333333333333333,0.003913894324853229
59,MOROCCO,PORTUGAL,10 DEC 2022,16 : 00,Quarter-final,3,1,0,1,W,3,22.0,9.0,3.0,5.0,4.0,229.0,171.0,8.0,3.0,4.0,3.0,128.0,63.0,13.0,3.0,88.0,373.0,0.7467248908296943,0.375,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.005847953216374269
59,PORTUGAL,MOROCCO,10 DEC 2022,16 : 00,Quarter-final,3,0,1,-1,L,0,65.0,11.0,3.0,7.0,4.0,678.0,592.0,33.0,7.0,9.0,9.0,167.0,118.0,23.0,18.0,44.0,165.0,0.8731563421828908,0.21212121212121213,0.2727272727272727,0.0,0.0,0.0
60,ENGLAND,FRANCE,10 DEC 2022,20 : 00,Quarter-final,3,1,2,-1,L,0,54.0,14.0,6.0,6.0,8.0,508.0,453.0,22.0,5.0,5.0,5.0,147.0,108.0,13.0,10.0,49.0,193.0,0.8917322834645669,0.22727272727272727,0.42857142857142855,0.07142857142857142,0.16666666666666666,0.002207505518763797
60,FRANCE,ENGLAND,10 DEC 2022,20 : 00,Quarter-final,3,2,1,1,W,3,36.0,9.0,5.0,6.0,3.0,369.0,310.0,13.0,6.0,2.0,2.0,136.0,87.0,14.0,8.0,54.0,308.0,0.8401084010840109,0.46153846153846156,0.5555555555555556,0.2222222222222222,0.4,0.0064516129032258064
61,ARGENTINA,CROATIA,13 DEC 2022,20 : 00,Semi-final,4,3,0,3,W,3,34.0,10.0,7.0,7.0,3.0,408.0,344.0,8.0,2.0,4.0,2.0,147.0,91.0,17.0,7.0,85.0,321.0,0.8431372549019608,0.25,0.7,0.3,0.42857142857142855,0.00872093023255814
61,CROATIA,ARGENTINA,13 DEC 2022,20 : 00,Semi-final,4,0,3,-3,L,0,54.0,12.0,3.0,6.0,6.0,624.0,551.0,20.0,4.0,8.0,4.0,182.0,129.0,9.0,1.0,63.0,260.0,0.8830128205128205,0.2,0.25,0.0,0.0,0.0
62,FRANCE,MOROCCO,14 DEC 2022,20 : 00,Semi-final,4,2,0,2,W,3,34.0,14.0,2.0,12.0,2.0,358.0,307.0,5.0,2.0,1.0,2.0,126.0,85.0,12.0,8.0,72.0,328.0,0.8575418994413407,0.4,0.14285714285714285,0.14285714285714285,1.0,0.006514657980456026
62,MOROCCO,FRANCE,14 DEC 2022,20 : 00,Semi-final,4,0,2,-2,L,0,55.0,13.0,1.0,8.0,5.0,583.0,518.0,22.0,1.0,8.0,3.0,141.0,95.0,18.0,11.0,47.0,218.0,0.888507718696398,0.045454545454545456,0.07692307692307693,0.0,0.0,0.0
63,CROATIA,MOROCCO,17 DEC 2022,16 : 00,Play-off for third place,5,2,1,1,W,3,45.0,14.0,4.0,7.0,7.0,491.0,430.0,21.0,3.0,7.0,6.0,164.0,114.0,23.0,12.0,75.0,288.0,0.8757637474541752,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.5,0.004651162790697674
63,MOROCCO,CROATIA,17 DEC 2022,16 : 00,Play-off for third place,5,1,2,-1,L,0,45.0,7.0,2.0,5.0,2.0,494.0,428.0,20.0,5.0,12.0,3.0,150.0,97.0,14.0,8.0,72.0,277.0,0.8663967611336032,0.25,0.2857142857142857,0.14285714285714285,0.5,0.002336448598130841
64,ARGENTINA,FRANCE,18 DEC 2022,16 : 00,Final,6,3,3,0,D,1,46.0,21.0,9.0,10.0,11.0,648.0,544.0,20.0,4.0,6.0,6.0,223.0,151.0,38.0,23.0,87.0,280.0,0.8395061728395061,0.2,0.42857142857142855,0.14285714285714285,0.3333333333333333,0.0055147058823529415
64,FRANCE,ARGENTINA,18 DEC 2022,16 : 00,Final,6,3,3,0,D,1,40.0,10.0,5.0,7.0,3.0,516.0,419.0,24.0,3.0,5.0,5.0,163.0,99.0,14.0,9.0,104.0,409.0,0.812015503875969,0.125,0.5,0.3,0.6,0.007159904534606206
